Geo Point;Geo Shape;code_insee;commune;pole;existant;hierarchisation;type_reseau;type_amenagement;longueur_m;annee_creation;annee_refection;num_rev
43.682329929498806, 1.451345563123459;"{""coordinates"": [[[1.450621624938902, 43.68294635165181], [1.45073659373383, 43.6829275800891], [1.450846569127828, 43.68282902463086], [1.450872715774603, 43.68273878312012], [1.450874821113896, 43.68265593461499], [1.450962969592064, 43.682557661246896], [1.451073840892627, 43.682463836449365], [1.451258281814146, 43.68239585970217], [1.451507784215532, 43.68223648725901], [1.45209875154482, 43.68167778172168]]], ""type"": ""MultiLineString""}";31282;Launaguet;Nord;non;2;RC;;191;0;0;
43.600571651100665, 1.3114556925763057;"{""coordinates"": [[[1.327895716691839, 43.60447144113412], [1.327437343223068, 43.604572399522006], [1.327370986476457, 43.60461770905391], [1.327344050302853, 43.60464991945322], [1.327233040809328, 43.60468722044405], [1.326921407445098, 43.60475842566969], [1.325983523715643, 43.60492256353091], [1.325800594581989, 43.60494410056449], [1.325199710040233, 43.60506158716312], [1.324923476905074, 43.60510806028957], [1.324620945484475, 43.60511783874907], [1.323868313049287, 43.60506631713407], [1.323730214934722, 43.60503292434628], [1.322497228159348, 43.60492880896583], [1.322176031738806, 43.60492625026953], [1.317534776648024, 43.60454936979551], [1.317266868869066, 43.60447211136717], [1.316931513686245, 43.6043536573981], [1.316213245195355, 43.603973551343415], [1.315155413650375, 43.60332150463166], [1.314543691054076, 43.60295100705671], [1.31117823308553, 43.601401333444805], [1.309852895438421, 43.6007491966292], [1.309093017823125, 43.60034034609603], [1.308659933689018, 43.59980971907638], [1.308298645248643, 43.599281275410696], [1.307939479277807, 43.598877146655866], [1.307105546639359, 43.598449118962414], [1.306208210671896, 43.59786629509817], [1.304837142023541, 43.596964842791486], [1.302289943097178, 43.595388313784234], [1.301558590749995, 43.595098116371396], [1.300474924866915, 43.59496193902554], [1.300545536966854, 43.59596598159019], [1.298015456325942, 43.59596457239362], [1.298012567713335, 43.59488988167561], [1.297079216173047, 43.5949210472774]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;non;1;RC;;3130;0;0;REV 9
43.609876220971294, 1.3364516867377008;"{""coordinates"": [[[1.336692788142057, 43.61096693748961], [1.336666954262804, 43.610798297373876], [1.336622735438608, 43.6105623165191], [1.33644024943675, 43.609795276904165], [1.336177072588242, 43.60879287931443]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;1;RC;piste cyclable;245;2003;0;REV 9
43.70125004422861, 1.4150053370264437;"{""coordinates"": [[[1.422395759555421, 43.694600180654845], [1.422227959187398, 43.69464135956365], [1.421823968210845, 43.694988333382405], [1.421423948646789, 43.695259875653186], [1.420784037548319, 43.6958311475364], [1.419943270882436, 43.696405171491016], [1.419633527798694, 43.69666207984496], [1.419059750713469, 43.69716552313684], [1.412853840653451, 43.7022568767959], [1.412133954183413, 43.70284707074912], [1.411375379706463, 43.703407614947714], [1.41098569945418, 43.70406293932363], [1.410849156946218, 43.704541511669234], [1.410742611970668, 43.705440408100955], [1.410754892827667, 43.7065815370514], [1.410740466386361, 43.707091381870185], [1.410729566678943, 43.707541648906535], [1.410622604058535, 43.70790963638438], [1.410581787462021, 43.708168512046974], [1.410606180361114, 43.708430342423334], [1.410656549896631, 43.70856692892659], [1.410712159369162, 43.70872005928914], [1.410728972552143, 43.70883765353224], [1.410702732902272, 43.70897108743956], [1.410645373867308, 43.709213305416654], [1.410627097257882, 43.709478667553604]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;non;1;RC;;2009;0;0;REV 7 Nord
43.64086863927851, 1.4778010523249976;"{""coordinates"": [[[1.478338033493662, 43.638952520799364], [1.478311959229332, 43.63938712284421], [1.478250990687141, 43.6398585238875], [1.478150453716694, 43.64064846066202], [1.47803164676291, 43.6409021411054], [1.477830012842857, 43.64137679493445], [1.477562890245504, 43.64165915368819], [1.477329351099266, 43.641862828552334], [1.477001639169066, 43.64203718527568], [1.47684642964335, 43.642134005039864], [1.476789562199756, 43.6421938695159], [1.476786046610256, 43.642254240312646], [1.476808800631059, 43.642318480491504], [1.476888331945569, 43.642376617675424], [1.476964651346754, 43.642405025191145]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;non;2;RC;voie verte;429;0;0;
43.611068749197486, 1.3408967808848726;"{""coordinates"": [[[1.34108179570144, 43.60989429442595], [1.341147537715768, 43.61165154845019], [1.340689210150786, 43.61172918605035], [1.340519151352785, 43.61160994793871], [1.340607629565162, 43.611551147646956], [1.34061474107542, 43.61128958557022], [1.340681705864544, 43.61099121055604], [1.340505382430693, 43.61095070867868], [1.340412359071479, 43.61076386696653]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;4;RV;reseau vert;362;0;0;
43.62438409461229, 1.3369962574212966;"{""coordinates"": [[[1.336496515401906, 43.624494439449094], [1.336650867055965, 43.62441624413698], [1.336885571697144, 43.62438946354006], [1.337079617115326, 43.62437763426308], [1.337342219918909, 43.62434302926646], [1.337467526790835, 43.62431467620995], [1.337504506919889, 43.62429601636917]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;3;RC;piste cyclable;86;0;0;
43.562014231527066, 1.475054027646154;"{""coordinates"": [[[1.475000517854821, 43.56296767261262], [1.474761362577602, 43.56284078222389], [1.474717895978228, 43.56278182219077], [1.474696505760168, 43.562724226737174], [1.474704624335257, 43.56266434180848], [1.474761595404063, 43.56259546034248], [1.475098881872534, 43.562273172315905], [1.475520731875141, 43.5618689736455], [1.475554120022355, 43.56182977662074], [1.475563420081366, 43.561796422950934], [1.475558237591241, 43.5617679645195], [1.475539800846732, 43.56173933296682], [1.475510948426451, 43.56171484730088], [1.474935885338912, 43.56141158257625], [1.474708345916112, 43.56129073647455], [1.474524612244726, 43.56118600301484]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;2;RC;voie verte;273;2019;0;
43.6514965168032, 1.3807197966637437;"{""coordinates"": [[[1.379777429965851, 43.6528278711916], [1.380280870996132, 43.65211478765081], [1.381663343858598, 43.650165997854664]]], ""type"": ""MultiLineString""}";31069;Blagnac;Ouest;oui;1;RC;piste cyclable;333;2011;0;REV 1 Nord
43.67127786623428, 1.3671586994887426;"{""coordinates"": [[[1.367274940770125, 43.6710495902192], [1.36722879971657, 43.671119252430735], [1.367159172238926, 43.67123880516361], [1.367093365163105, 43.67142269705447], [1.367097532055665, 43.67152273338804]]], ""type"": ""MultiLineString""}";31541;Seilh;Ouest;oui;1;RC;piste cyclable;55;2013;0;REV 1 Nord
43.633571438824134, 1.3761241793544756;"{""coordinates"": [[[1.375345452978828, 43.633307176263884], [1.376902905730123, 43.63383570138439]]], ""type"": ""MultiLineString""}";31069;Blagnac;Ouest;oui;3;RC;piste cyclable;138;0;0;
43.621924096885095, 1.3455938200110495;"{""coordinates"": [[[1.344498821852063, 43.62032101865695], [1.344552368581007, 43.620434249961804], [1.344536198391763, 43.62052601858683], [1.344536987576263, 43.620623001207534], [1.344899605792496, 43.62099927725067], [1.345561831153352, 43.621770490017525], [1.34583862482814, 43.62210915205314], [1.346173929414233, 43.62263331290523], [1.3466001977203, 43.62362681618107]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;1;RC;voie verte;410;2022;0;REV 9
43.63668295193797, 1.34549657850152;"{""coordinates"": [[[1.34399782444137, 43.63351305470861], [1.34410761085261, 43.63380457605212], [1.344339563443134, 43.63430972803534], [1.344561717122735, 43.63465768595717], [1.344718405613974, 43.634730558346796], [1.344869366124974, 43.63473085899955], [1.34508003580357, 43.63470041888181], [1.345266027057152, 43.63463616857643], [1.345463204311386, 43.6345218677358], [1.345611596127866, 43.63444409743226], [1.345737990616756, 43.63440687441959], [1.345906614278963, 43.63441672051242], [1.346063845448153, 43.63446915246858], [1.346174393476537, 43.634545079212806], [1.346221085494537, 43.63461637472534], [1.346226119873628, 43.63480788559551], [1.346160426149513, 43.63609870005868], [1.346184226989953, 43.636730977730636], [1.346215442464996, 43.637467443877675], [1.346208399359319, 43.63768015723803], [1.346165375664049, 43.63794532643269], [1.346121977330905, 43.63813057019182], [1.346049923350561, 43.638333988775045], [1.345922429723966, 43.63859980975952], [1.345814514643167, 43.638804575213975], [1.345662994154105, 43.639010591166254], [1.345508982138624, 43.639218396972126], [1.345347841380753, 43.63940381415844], [1.344980368801647, 43.6397424044736], [1.344181044906888, 43.640433528440866]]], ""type"": ""MultiLineString""}";31150;Cornebarrieu;Ouest;oui;1;RC;piste cyclable;986;2022;0;REV 9
43.600413494416514, 1.3410882171728196;"{""coordinates"": [[[1.342772974107605, 43.60049351679692], [1.342699229408603, 43.600510848084454], [1.342639695593332, 43.600530385266346], [1.342565557934454, 43.600558079993434], [1.34250141667158, 43.60058853236944], [1.342444498345625, 43.60061804039288], [1.342406009534022, 43.60064403160759], [1.342314083624846, 43.600704533908456], [1.34224816031179, 43.6007303476725], [1.342200828422655, 43.60074212296995], [1.342150294280742, 43.600748195103755], [1.342102915068084, 43.60074437903385], [1.34205068052947, 43.600733694559686], [1.341944612043898, 43.600705080735125], [1.341827298720155, 43.60066722550264], [1.341731915194069, 43.600629256249725], [1.341621607199353, 43.60058479979364], [1.341431196112603, 43.60054912726411], [1.341354168694024, 43.600524494623194], [1.341262226594093, 43.600465661384156], [1.34105554657065, 43.600340346604554], [1.341000723797295, 43.6003191671103], [1.340914714022185, 43.60030598975308], [1.340796421847607, 43.600318326749154], [1.34065120925282, 43.60034029341662], [1.340480209596968, 43.600331563594494], [1.340266493918232, 43.60030653586047], [1.340094569609572, 43.6002789696049], [1.339916480012841, 43.60024033500128], [1.339876539353642, 43.600227211754216], [1.33984202047107, 43.60020057427882], [1.339771663484031, 43.60011928773659], [1.339709525298812, 43.60004599645919], [1.339672300611735, 43.5999858556842], [1.339640633662071, 43.59996595702746], [1.339447445067165, 43.59992092901323]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;3;RC;voie verte;308;2012;0;
43.62878260052344, 1.460631934501747;"{""coordinates"": [[[1.460325632225299, 43.62847159333895], [1.460417749903113, 43.628555622358434], [1.460521408920068, 43.628664092977395], [1.460634214521594, 43.628771581575634], [1.460767138752215, 43.628924602880595], [1.460882284614376, 43.62905972321447], [1.460922092590495, 43.629108830880924]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;non;1;RC;;86;0;0;REV 8 Nord
43.62074029371361, 1.4532169598403781;"{""coordinates"": [[[1.452818661649291, 43.61810824367348], [1.452822632919275, 43.618473101834574], [1.452540435226399, 43.619179735155676], [1.452534351341909, 43.619419658191845], [1.452751363301691, 43.61972016523409], [1.452889379050088, 43.62001001659573], [1.453235485072664, 43.620774187334334], [1.453615019154621, 43.622141351071434], [1.453762359128051, 43.622584926035486], [1.454054099367676, 43.62309971104583], [1.454250943262853, 43.62329559428521]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;1 V;RC;CVCB;605;2022;0;REV 8 Nord V
43.69363755937635, 1.4340507041760524;"{""coordinates"": [[[1.435558301205096, 43.693988734864305], [1.435079923847025, 43.693742456032446], [1.434636773234778, 43.69351932948829], [1.434471007376422, 43.693468231908454], [1.434282248636055, 43.693438537904406], [1.434044951981192, 43.693453422431496], [1.433699406420182, 43.69350846030348], [1.433403704670602, 43.69356417166634], [1.433034872856595, 43.693651461939375], [1.432868205629696, 43.693732442635415], [1.432712818653921, 43.69384803933634], [1.432515693891518, 43.69386383188847]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;non;1;RC;;274;0;0;REV 9
43.58647346420242, 1.403554709766765;"{""coordinates"": [[[1.401862019781741, 43.58704965186744], [1.402205203917457, 43.58682259596516], [1.402616428552308, 43.586665579114275], [1.403100316522571, 43.58652878708705], [1.403422404683965, 43.58644655080641], [1.403560863747728, 43.58643531106491], [1.403679975790089, 43.58640945753751], [1.403847951814955, 43.58633884148119], [1.403945913861036, 43.58630432323344], [1.404017105416831, 43.58628617620219], [1.404130727314328, 43.58628176773518], [1.404329960335724, 43.586273757416734], [1.404458501642772, 43.58626477071872], [1.404585677371076, 43.58624500525384], [1.404707850820916, 43.58622756165333], [1.404872629706001, 43.586216683694495], [1.404992575609192, 43.586221925917215], [1.405105673041561, 43.58623663953538], [1.405250174663397, 43.586058976620535]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;1;RC;voie verte;307;2012;0;REV 5 Sud
43.60138857075575, 1.4541835381324457;"{""coordinates"": [[[1.452085874225384, 43.601712489558665], [1.452807517321186, 43.60159891999451], [1.454086333251783, 43.6014007393816], [1.454730910575435, 43.601303577298516], [1.455157655014581, 43.60123405262645], [1.456283315949548, 43.601079097000394]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;double sens cyclable;345;0;0;
43.58691971525998, 1.3515237585910438;"{""coordinates"": [[[1.350695843511872, 43.58765922523472], [1.350701614603516, 43.58761614196893], [1.351626402234807, 43.586838706004094], [1.352002935367655, 43.586500429429954], [1.352380191748597, 43.58619715504301]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;3;RC;bande cyclable;213;0;0;
43.612899748818606, 1.3087730802820092;"{""coordinates"": [[[1.309353081752184, 43.6130269761368], [1.309178520683002, 43.613060206768694], [1.30902374281062, 43.61292633936582], [1.308685076634409, 43.61284397190073], [1.308604052997102, 43.61283601115888], [1.30851601744262, 43.61284052980314], [1.30836731227597, 43.61286627103825], [1.308207658790155, 43.612724214411216]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;3;RC;piste cyclable;109;0;0;
43.60413013155871, 1.3291139025475234;"{""coordinates"": [[[1.327895716691839, 43.60447144113412], [1.328110389797159, 43.60441529667799], [1.328350080188041, 43.604329115488305], [1.328774012165023, 43.60421947221945], [1.329145310283405, 43.60411636230714], [1.32951854086208, 43.604015022044315], [1.329940555088583, 43.60389561863962], [1.330343300545559, 43.60383746264626]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;non;1;RC;;210;0;0;REV 9
43.652587546247666, 1.4412344952899427;"{""coordinates"": [[[1.441452234970285, 43.653264309828415], [1.441454290927545, 43.652655974731815], [1.441303086999046, 43.65246660914062], [1.440695348407488, 43.65209153111511]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;piste cyclable;156;0;0;
43.65199992846596, 1.441799773823163;"{""coordinates"": [[[1.441130577800603, 43.65169587523894], [1.441725818502338, 43.652067044995626], [1.441797317388745, 43.65209715895958], [1.442525799248557, 43.65211329907696]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;double sens cyclable;129;0;0;
43.643457636492464, 1.4509225517709605;"{""coordinates"": [[[1.449707765385318, 43.64232085957483], [1.449854991718935, 43.64255458208953], [1.450329386856762, 43.64324518231454], [1.450584255494777, 43.643458862966725], [1.450860962324525, 43.643594674742026], [1.451671586680659, 43.6439177734173], [1.452433927907695, 43.644221621742545]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;piste cyclable;317;2020;0;
